Ano,Acao,Valor
2017,HPQB34,1.717288
2018,HPQB34,2.149285
2019,HPQB34,2.594975
2020,HPQB34,2.8458069999999998
2021,HPQB34,3.5037860000000003
2022,HPQB34,5.227694
2023,HPQB34,4.509603
2024,HPQB34,5.205939
2015,HSHY34,0.453504
2016,HSHY34,1.645878
2017,HSHY34,1.631597
2018,HSHY34,2.07868
2019,HSHY34,2.3778940000000004
2020,HSHY34,3.245645
2021,HSHY34,3.679124
2022,HSHY34,4.037685
2023,HSHY34,3.729862
2024,HSHY34,4.172561
2022,HSML11,5.813093000000001
2023,HSML11,8.774480000000002
2024,HSML11,9.517796
2019,HTMX11,2.955902
2020,HTMX11,1.762091
2022,HTMX11,3.9446829999999995
2023,HTMX11,20.071666999999998
2024,HTMX11,26.315951000000002
2022,HUSC11,7.46
2023,HUSC11,10.75
2024,HUSC11,9.700000000000001
2016,HYPE3,0.5
2017,HYPE3,0.650897
2018,HYPE3,1.888269
2019,HYPE3,1.06995
2020,HYPE3,1.17318
2021,HYPE3,1.23387
2022,HYPE3,1.23197
2023,HYPE3,1.23144
2024,HYPE3,1.0705500000000001
2022,IBFF11,72.065646
2015,IBMB34,17.666890000000002
2016,IBMB34,18.8462
2017,IBMB34,18.8877
2018,IBMB34,23.249425000000002
2019,IBMB34,25.52408
2020,IBMB34,32.446705
2021,IBMB34,35.44034
2022,IBMB34,33.89212
2023,IBMB34,30.560627
2024,IBMB34,31.093626999999998
2017,IRBR3,4.462064
2018,IRBR3,4.505039999999999
2019,IRBR3,21.14318
2020,IRBR3,0.8699560000000001
2022,IRDM11,10.000327
2023,IRDM11,10.16959
2024,IRDM11,9.08
2015,ITLC34,0.54664
2016,ITLC34,0.615814
2017,ITLC34,0.57047
2018,ITLC34,0.7487500000000001
2019,ITLC34,0.840893
2020,ITLC34,1.125185
2021,ITLC34,0.922085
2022,ITLC34,0.914417
2023,ITLC34,0.590047
2024,ITLC34,0.23163
2015,ITSA3,0.33530299999999996
2016,ITSA3,0.413061
2017,ITSA3,0.22364
2018,ITSA3,0.7034199999999999
2019,ITSA3,0.689135
2020,ITSA3,0.33898599999999995
2021,ITSA3,0.353645
2022,ITSA3,0.570801
2023,ITSA3,0.546884
2024,ITSA3,0.644073
2015,ITSA4,0.28857200000000005
2016,ITSA4,0.414303
2017,ITSA4,0.346067
2018,ITSA4,0.719477
2019,ITSA4,0.576544
2020,ITSA4,0.36525599999999997
2021,ITSA4,0.348213
2022,ITSA4,0.574166
2023,ITSA4,0.536226
2024,ITSA4,0.6562390000000001
2015,ITUB3,0.9048459999999999
2016,ITUB3,1.063601
2017,ITUB3,0.9992660000000001
2018,ITUB3,0.6491330000000002
2019,ITUB3,1.5075599999999991
2020,ITUB3,0.7800600000000002
2021,ITUB3,0.906698
2022,ITUB3,1.01814
2023,ITUB3,1.2566399999999998
2024,ITUB3,2.413265
2015,ITUB4,0.9048459999999999
2016,ITUB4,1.063601
2017,ITUB4,0.9992660000000001
2018,ITUB4,1.9706
2019,ITUB4,1.5145599999999997
2020,ITUB4,0.8203600000000002
2021,ITUB4,0.906698
2022,ITUB4,1.01814
2023,ITUB4,1.2566399999999998
2024,ITUB4,2.413265
2015,JBSS3,0.16738
2016,JBSS3,0.405459
2017,JBSS3,0.032978
2018,JBSS3,0.046776
2019,JBSS3,0.002245
2020,JBSS3,0.540595
2021,JBSS3,4.01802
2022,JBSS3,2.0
2023,JBSS3,1.0
2024,JBSS3,3.0
2019,JHSF3,0.19956600000000002
2020,JHSF3,0.14590799999999998
2021,JHSF3,0.39383999999999997
2022,JHSF3,0.208704
2023,JHSF3,0.499077
2024,JHSF3,0.370922
2015,JNJB34,0.67552
2016,JNJB34,0.7159
2017,JNJB34,0.711943
2018,JNJB34,0.882332
2019,JNJB34,0.9905269999999999
2020,JNJB34,0.975565
2021,JNJB34,1.1154700000000002
2022,JNJB34,1.501021
2023,JNJB34,1.4327230000000002
2024,JNJB34,1.369036
2015,JOPA3,0.55221
2016,JOPA3,0.65029
2017,JOPA3,0.82582
2018,JOPA3,0.515145
2019,JOPA3,0.648882
2020,JOPA3,0.574857
2021,JOPA3,0.856149
2022,JOPA3,0.826965
2023,JOPA3,0.8215
2024,JOPA3,0.433187
2015,JOPA4,0.60743
2016,JOPA4,0.71532
2017,JOPA4,0.9084
2018,JOPA4,0.566659
2019,JOPA4,0.71377
2020,JOPA4,0.632344
2021,JOPA4,0.941763
2022,JOPA4,0.909662
2023,JOPA4,0.903651
2024,JOPA4,0.476506
2015,JPMC34,0.5491079999999999
2016,JPMC34,0.6431
2017,JPMC34,0.645323
2018,JPMC34,0.881776
2019,JPMC34,1.269765
2020,JPMC34,1.853109
2021,JPMC34,1.525511
2022,JPMC34,2.0675600000000003
2023,JPMC34,1.856782
2024,JPMC34,1.7389890000000001
2022,JPPC11,7.17
2024,JPPC11,75.06
2021,JSLG3,0.293825
2022,JSLG3,0.45223800000000003
2023,JSLG3,0.316868
2024,JSLG3,0.09892
2017,JSRE11,2.0
2022,JSRE11,4.4
2023,JSRE11,5.58
2024,JSRE11,5.700000000000001
2015,KEPL3,0.226933
2016,KEPL3,0.017033
2019,KEPL3,0.04174
2020,KEPL3,0.091141
2021,KEPL3,1.706239
2022,KEPL3,0.672198
2023,KEPL3,0.859165
2024,KEPL3,0.686331
2015,KHCB34,1.118606
2016,KHCB34,1.966071
2017,KHCB34,1.956757
2018,KHCB34,2.365001
2019,KHCB34,1.5928099999999998
2020,KHCB34,2.1326
2021,KHCB34,2.1711
2022,KHCB34,2.06685
2023,KHCB34,1.679454
2024,KHCB34,1.881564
2022,KINP11,4.257049
2023,KINP11,8.229923
2015,KLBN11,0.476386
2016,KLBN11,0.444191
2017,KLBN11,0.45377199999999995
2018,KLBN11,0.941548
2019,KLBN11,0.7822899999999999
2020,KLBN11,0.019836
2021,KLBN11,0.332702
2022,KLBN11,1.627289
2023,KLBN11,1.231005
2024,KLBN11,1.277528
2016,KLBN3,0.044669
2017,KLBN3,0.090754
2018,KLBN3,0.188308
2019,KLBN3,0.156457
2020,KLBN3,0.003967
2021,KLBN3,0.066539
2022,KLBN3,0.325458
2023,KLBN3,0.24620200000000003
2024,KLBN3,0.26570699999999997
2015,KLBN4,0.075031
2016,KLBN4,0.088838
2017,KLBN4,0.090754
2018,KLBN4,0.188308
2019,KLBN4,0.156457
2020,KLBN4,0.003967
2021,KLBN4,0.066539
2022,KLBN4,0.325458
2023,KLBN4,0.24620200000000003
2024,KLBN4,0.26570699999999997
2015,KMBB34,6.978400000000001
2016,KMBB34,12.59443
2017,KMBB34,12.362262000000001
2018,KMBB34,14.6863
2019,KMBB34,16.31108
2020,KMBB34,16.990955
2021,KMBB34,18.495359999999998
2022,KMBB34,23.84786
2023,KMBB34,20.206187999999997
2024,KMBB34,20.792775
2017,KNCR11,1.291248
2022,KNCR11,9.800627
2023,KNCR11,13.522299
2024,KNCR11,11.767758999999998
2022,KNHY11,9.411920000000002
2023,KNHY11,12.798221000000003
2024,KNHY11,13.0863
2017,KNIP11,1.4100000000000001
2022,KNIP11,9.020000000000001
2023,KNIP11,9.719999999999999
2024,KNIP11,10.289999999999997
2017,KNRE11,0.19781
2022,KNRE11,0.754833
2023,KNRE11,0.107833
2017,KNRI11,1.834112
2022,KNRI11,7.8547839999999995
2023,KNRI11,12.081226999999998
2024,KNRI11,11.990403
2017,LATR11B,8.913192
2018,LATR11B,2.237595
2023,LATR11B,9.9985
2015,LEVE3,1.322532
2016,LEVE3,0.615147
2017,LEVE3,0.561139
2018,LEVE3,1.767162
2019,LEVE3,2.12496
2020,LEVE3,0.091529
2021,LEVE3,0.9151849999999999
2022,LEVE3,3.641876
2023,LEVE3,9.056066
2024,LEVE3,2.362324
2015,LIGT3,0.750752
2016,LIGT3,0.035469
2018,LIGT3,0.103929
2019,LIGT3,0.18776
2021,LIGT3,0.325845
2022,LIGT3,0.187404
2015,LILY34,0.23282599999999998
2016,LILY34,0.23261700000000002
2017,LILY34,0.22236
2018,LILY34,0.281698
2019,LILY34,0.343063
2020,LILY34,0.36593699999999996
2021,LILY34,0.452537
2022,LILY34,0.504572
2023,LILY34,0.691272
2024,LILY34,0.649977
2016,LIPR3,0.11744
2017,LIPR3,0.719498
2018,LIPR3,4.788921
2019,LIPR3,0.271467
2021,LIPR3,1.105072
2022,LIPR3,0.212516
2023,LIPR3,2.46673
2024,LIPR3,0.391648
2015,LMTB34,22.03875
2016,LMTB34,22.82158
2017,LMTB34,23.93337
2018,LMTB34,30.652099999999997
2019,LMTB34,35.7188
2020,LMTB34,53.264720000000004
2021,LMTB34,56.36546
2022,LMTB34,58.937400000000004
2023,LMTB34,54.773775
2024,LMTB34,53.11898
2019,LOGG3,0.139977
2020,LOGG3,0.211742
2021,LOGG3,0.325427
2022,LOGG3,0.866635
2023,LOGG3,0.917768
2024,LOGG3,2.415296
2015,LPSB3,0.001303
2022,LPSB3,0.075575
2023,LPSB3,0.020692
2024,LPSB3,0.040636
2015,LREN3,0.252678
2016,LREN3,0.32606900000000005
2017,LREN3,0.293078
2018,LREN3,0.35404800000000003
2019,LREN3,0.717653
2020,LREN3,0.279276
2021,LREN3,0.475087
2022,LREN3,0.651876
2023,LREN3,0.713738
2024,LREN3,0.606102
2015,LUXM4,0.108184
2016,LUXM4,0.119167
2017,LUXM4,0.187985
2018,LUXM4,0.099103
2019,LUXM4,0.467804
2020,LUXM4,1.167743
2021,LUXM4,0.40178200000000003
2022,LUXM4,0.174085
2023,LUXM4,0.59453
2024,LUXM4,0.22243
2018,MACY34,4.387455
2019,MACY34,5.977485
2020,MACY34,1.962282
2021,MACY34,1.66452
2022,MACY34,3.2432570000000003
2023,MACY34,2.8039500000000004
2024,MACY34,2.667356
2015,MAXR11,112.56392299999997
2016,MAXR11,125.23907600000001
2017,MAXR11,151.654627
2018,MAXR11,169.22985300000002
2019,MAXR11,220.42348
2020,MAXR11,135.290919
2021,MAXR11,52.88400999999999
2022,MAXR11,7.674845000000002
2023,MAXR11,8.144703
2024,MAXR11,21.871876
2022,MBRF11,91.5
2023,MBRF11,66.0
2024,MBRF11,52.29
2015,MCDC34,0.6052139999999999
2016,MCDC34,0.633729
2017,MCDC34,0.6152789999999999
2018,MCDC34,0.787964
2019,MCDC34,0.9394910000000001
2020,MCDC34,1.296296
2021,MCDC34,1.416155
2022,MCDC34,1.471781
2023,MCDC34,1.325792
2024,MCDC34,1.31114
2015,MDIA3,0.406667
2016,MDIA3,0.516667
2017,MDIA3,0.560471
2018,MDIA3,0.410029
2020,MDIA3,0.707964
2021,MDIA3,0.2
2022,MDIA3,1.9966260000000002
2023,MDIA3,0.630364
2024,MDIA3,0.24
2015,MDLZ34,0.325287
2016,MDLZ34,0.605492
2017,MDLZ34,1.293643
2018,MDLZ34,1.769026
2019,MDLZ34,2.176593
2020,MDLZ34,3.2147020000000004
2021,MDLZ34,3.60869
2022,MDLZ34,3.7632600000000003
2023,MDLZ34,3.362825
2024,MDLZ34,3.501175
2016,MDTC34,1.3611010000000001
2018,MDTC34,1.86375
2019,MDTC34,4.228846
2020,MDTC34,6.134216
2021,MDTC34,6.7311060000000005
2022,MDTC34,6.956359
2023,MDTC34,5.924056
2024,MDTC34,5.787675999999999
2018,MEAL3,0.005355
2019,MEAL3,0.011781
2015,MERC4,0.248
2016,MERC4,0.494118
2017,MERC4,0.494118
2018,MERC4,0.541176
2019,MERC4,0.49412
2020,MERC4,0.494117
2021,MERC4,0.516972
2022,MERC4,0.456129
2023,MERC4,0.45
2024,MERC4,0.529411
2015,METB34,1.464375
2016,METB34,7.9254999999999995
2017,METB34,5.1518
2018,METB34,6.23968
2019,METB34,6.889539999999999
2020,METB34,6.9443
2021,METB34,7.676640000000001
2022,METB34,10.285079999999999
2023,METB34,9.423234
2024,METB34,9.812846
2017,MFII11,2.338234
2021,MFII11,2.478128
2022,MFII11,12.480571999999999
2023,MFII11,13.197434000000001
2024,MFII11,14.2
2022,MGFF11,5.0600000000000005
2023,MGFF11,6.261607
2024,MGFF11,4.260486
2015,MGLU3,0.054666
2017,MGLU3,0.152943
2018,MGLU3,0.0773
2019,MGLU3,0.453577
2020,MGLU3,0.549872
2021,MGLU3,0.144919
2021,MILS3,0.187363
2022,MILS3,0.26228
2023,MILS3,0.298081
2024,MILS3,0.39453099999999997
2015,MMMC34,3.592394
2016,MMMC34,3.8494519999999994
2017,MMMC34,3.786203
2018,MMMC34,5.0952399999999995
2019,MMMC34,5.685084
2020,MMMC34,5.585889
2021,MMMC34,5.961144
2022,MMMC34,7.709110999999999
2023,MMMC34,6.918919000000001
2024,MMMC34,3.399294
2015,MOAR3,14.692413
2016,MOAR3,7.264582
2017,MOAR3,11.01931
2018,MOAR3,17.549267999999998
2019,MOAR3,13.386419
2020,MOAR3,5.958588
2021,MOAR3,51.668311
2022,MOAR3,14.692413
2023,MOAR3,14.692414
2024,MOAR3,35.384229
2015,MOSC34,0.182027
2016,MOSC34,0.62487
2017,MOSC34,0.315219
2018,MOSC34,0.062088000000000004
2019,MOSC34,0.11582999999999999
2020,MOSC34,0.130866
2021,MOSC34,0.19871999999999998
2022,MOSC34,0.499178
2023,MOSC34,0.781157
2024,MOSC34,0.5386179999999999
2018,MOVI3,0.366274
2019,MOVI3,0.235805
2020,MOVI3,0.133723
2021,MOVI3,0.520694
2022,MOVI3,0.8467
2023,MOVI3,0.120779
2024,MOVI3,0.153693
2015,MRCK34,0.7974209999999999
2016,MRCK34,0.770696
2017,MRCK34,0.755836
2018,MRCK34,0.922539
2019,MRCK34,1.11758
2020,MRCK34,1.680912
2021,MRCK34,1.817434
2022,MRCK34,1.798029
2023,MRCK34,1.558499
2024,MRCK34,1.509362
2021,MRFG3,4.088451999999999
2022,MRFG3,2.811915
2024,MRFG3,2.824256
2015,MRSA3B,0.506555
2016,MRSA3B,0.1978
2017,MRSA3B,0.558424
2018,MRSA3B,0.616875
2019,MRSA3B,0.697608
2020,MRSA3B,0.673186
2021,MRSA3B,0.287729
2022,MRSA3B,0.467812
2023,MRSA3B,0.584561
2024,MRSA3B,0.807343
2015,MRVE3,0.387787
2016,MRVE3,0.353745
2017,MRVE3,0.63971
2018,MRVE3,1.0299880000000001
2019,MRVE3,1.8525
2020,MRVE3,0.340143
2021,MRVE3,0.6400290000000001
2022,MRVE3,0.395616
2015,MSBR34,0.36593400000000004
2016,MSBR34,0.48867499999999997
2017,MSBR34,0.5679
2018,MSBR34,0.8028949999999999
2019,MSBR34,1.033785
2020,MSBR34,1.07919
2021,MSBR34,2.270005
2022,MSBR34,3.563601
2023,MSBR34,2.995757
2024,MSBR34,2.650219
2015,MSCD34,0.06724
2016,MSCD34,0.08480199999999999
2017,MSCD34,0.09015300000000001
2018,MSCD34,0.116789
2019,MSCD34,0.167295
2020,MSCD34,0.264925
2021,MSCD34,0.303376
2022,MSCD34,0.327114
2023,MSCD34,0.36775599999999997
2024,MSCD34,0.448387
2015,MSFT34,0.18904700000000002
2016,MSFT34,0.209324
2017,MSFT34,0.213491
2018,MSFT34,0.268944
2019,MSFT34,0.312122
2020,MSFT34,0.44121699999999997
2021,MSFT34,0.515389
2022,MSFT34,0.540283
2023,MSFT34,0.490012
2024,MSFT34,0.481974
2016,MSPA3,1.19
2017,MSPA3,5.65
2018,MSPA3,5.15
2019,MSPA3,0.4
2023,MSPA3,0.055418
2024,MSPA3,0.28893
2015,MTSA4,0.55
2016,MTSA4,0.55
2017,MTSA4,0.55
2018,MTSA4,0.65
2019,MTSA4,0.8
2020,MTSA4,0.7575000000000001
2021,MTSA4,2.25874
2022,MTSA4,2.64
2023,MTSA4,3.4650000000000003
2024,MTSA4,2.09
2015,MULT3,0.433744
2016,MULT3,0.168277
2017,MULT3,0.40134400000000003
2018,MULT3,0.319185
2019,MULT3,0.43652100000000005
2020,MULT3,0.605862
2021,MULT3,0.4989
2022,MULT3,0.7168570000000001
2023,MULT3,1.1670099999999999
2024,MULT3,0.623834
2017,MXRF11,0.118148
2022,MXRF11,0.8171940000000001
2023,MXRF11,1.3539889999999999
2024,MXRF11,1.179054
2015,MYPK3,0.29731
2016,MYPK3,0.216945
2017,MYPK3,0.075627
2018,MYPK3,0.9835959999999999
2019,MYPK3,0.185062
2020,MYPK3,0.664118
2021,MYPK3,1.005553
2022,MYPK3,0.8326070000000001
2023,MYPK3,0.30128
2024,MYPK3,0.604644
2020,NCHB11,2.04371
2021,NCHB11,11.352205
2022,NCHB11,15.661782
2023,NCHB11,11.677686
2024,NCHB11,1.9240000000000006
2019,NEOE3,0.278464
2020,NEOE3,0.408714
2021,NEOE3,0.525667
2022,NEOE3,0.798654
2023,NEOE3,1.157102
2024,NEOE3,1.090301
2015,NIKE34,0.206559
2016,NIKE34,0.220515
2017,NIKE34,0.238083
2018,NIKE34,0.309108
2019,NIKE34,0.36318799999999996
2020,NIKE34,0.534431
2021,NIKE34,0.614453
2022,NIKE34,0.642136
2023,NIKE34,0.689778
2024,NIKE34,0.768886
2019,NSLU11,8.454656
2020,NSLU11,26.925095000000006
2021,NSLU11,22.348129
2022,NSLU11,11.103679000000001
2023,NSLU11,16.945149
2024,NSLU11,18.731084
2022,NVHO11,0.631427
2023,NVHO11,1.002535
2024,NVHO11,1.0985239999999998
2015,ODPV3,0.38965299999999997
2016,ODPV3,0.32081499999999996
2017,ODPV3,0.478008
2018,ODPV3,0.255104
2019,ODPV3,0.327633
2020,ODPV3,0.4602200000000001
2021,ODPV3,0.428923
2022,ODPV3,0.30355800000000005
2023,ODPV3,0.23005599999999998
2024,ODPV3,1.082504
2015,OFSA3,0.341583
2016,OFSA3,0.224891
2017,OFSA3,0.11122
2018,OFSA3,0.211687
2019,OFSA3,0.194686
2020,OFSA3,0.438863
2021,OFSA3,0.473472
2022,OFSA3,0.6762889999999999
2023,OFSA3,0.47311200000000003
2024,OFSA3,0.913424
2017,ONEF11,0.65
2022,ONEF11,7.34
2023,ONEF11,13.56
2024,ONEF11,35.371
2015,ORCL34,1.21805425
2016,ORCL34,2.0343997
2017,ORCL34,2.22853917
2018,ORCL34,2.6232383
2019,ORCL34,3.4296617
2020,ORCL34,4.56061797
2021,ORCL34,6.2487087
2022,ORCL34,4.9432881
2023,ORCL34,5.4079024
2024,ORCL34,8.3104759
2017,OUJP11,1.4
2022,OUJP11,11.649999999999999
2023,OUJP11,14.049999999999999
2024,OUJP11,10.590000000000002
2022,OULG11B,0.540015
2023,OULG11B,4.859999999999999
2024,OULG11B,0.3
2022,PATC11,14.190000000000001
2023,PATC11,12.44
2024,PATC11,3.06
2015,PATI3,0.135473
2016,PATI3,0.083578
2017,PATI3,0.121453
2018,PATI3,0.145084
2019,PATI3,0.63461
2020,PATI3,0.316384
2021,PATI3,1.811036
2022,PATI3,2.911122
2023,PATI3,0.48309
2024,PATI3,5.058923
2015,PATI4,0.813542
2016,PATI4,0.832933
2017,PATI4,0.867248
2018,PATI4,0.902224
2019,PATI4,1.056034
2020,PATI4,2.4691549999999998
2021,PATI4,1.811036
2022,PATI4,2.911122
2023,PATI4,2.107574
2024,PATI4,7.121479
2015,PEAB3,2.518438
2016,PEAB3,1.214297
2017,PEAB3,2.87132
2018,PEAB3,3.134546
2019,PEAB3,3.8883609999999997
2020,PEAB3,32.116752
2021,PEAB3,12.779611
2022,PEAB3,1.85951
2023,PEAB3,0.296455
2024,PEAB3,1.266795
2015,PEAB4,2.770282
2016,PEAB4,1.335727
2017,PEAB4,3.158452
2018,PEAB4,3.448001
2019,PEAB4,4.277197
2020,PEAB4,35.328427000000005
2021,PEAB4,12.427078
2022,PEAB4,2.0454609999999995
2023,PEAB4,0.3261
2024,PEAB4,1.425056
2015,PEPB34,0.658649
2016,PEPB34,0.652563
2017,PEPB34,0.676353
2018,PEPB34,0.897682
2019,PEPB34,1.005176
2020,PEPB34,1.450549
2021,PEPB34,1.5352020000000002
2022,PEPB34,1.5430139999999999
2023,PEPB34,0.972756
2024,PEPB34,1.6760760000000001
2018,PETR3,0.251183
2019,PETR3,0.5009250000000001
2020,PETR3,0.239895
2021,PETR3,5.653232000000001
2022,PETR3,16.766642
2023,PETR3,7.344291
2024,PETR3,7.902437999999999
2018,PETR4,0.916563
2019,PETR4,0.942361
2020,PETR4,0.000461
2021,PETR4,5.653232000000001
2022,PETR4,15.102379
2023,PETR4,7.344291
2024,PETR4,7.902437999999999
2015,PFIZ34,0.9587760000000001
2016,PFIZ34,1.055453
2017,PFIZ34,1.018936
2018,PFIZ34,1.271626
2019,PFIZ34,1.4382270000000001
2020,PFIZ34,1.91635
2021,PFIZ34,2.116179
2022,PFIZ34,2.06109
2023,PFIZ34,2.4354600000000004
2024,PFIZ34,1.6217549999999998
2021,PFRM3,0.270569
2022,PFRM3,0.173318
2023,PFRM3,0.115732
2024,PFRM3,0.559576
2015,PGCO34,3.6101168300000004
2016,PGCO34,3.9281130600000003
2017,PGCO34,3.59288786
2018,PGCO34,4.31323384
2019,PGCO34,4.8967047
2020,PGCO34,6.855155300000001
2021,PGCO34,7.6119555
2022,PGCO34,7.7430764
2023,PGCO34,7.2072773
2024,PGCO34,6.0972695
2015,PINE4,0.6104160000000001
2016,PINE4,0.42125699999999994
2023,PINE4,0.162184
2024,PINE4,0.605524
2017,PLRI11,0.8400000000000001
2022,PLRI11,5.696712999999999
2023,PLRI11,3.515675
2024,PLRI11,9.361642
2016,PMAM3,1.26436
2015,PNVL3,0.12021599999999999
2016,PNVL3,0.119473
2017,PNVL3,0.052856
2018,PNVL3,0.219718
2019,PNVL3,0.168093
2020,PNVL3,0.022962
2021,PNVL3,0.28756499999999996
2022,PNVL3,0.222131
2023,PNVL3,0.197897
2024,PNVL3,0.33538399999999996
2015,POMO3,0.02025
2016,POMO3,0.109167
2017,POMO3,0.015417
2018,POMO3,0.0925
2019,POMO3,0.05
2020,POMO3,0.0775
2021,POMO3,0.089166
2022,POMO3,0.118333
2023,POMO3,0.276666
2024,POMO3,0.551667
2015,POMO4,0.040186
2016,POMO4,0.108321
2017,POMO4,0.015338
2018,POMO4,0.092411
2019,POMO4,0.05
2020,POMO4,0.0775
2021,POMO4,0.089166
2022,POMO4,0.118333
2023,POMO4,0.301666
2024,POMO4,0.551667
2022,PORD11,1.1410000000000002
2023,PORD11,1.225
2024,PORD11,1.1089999999999998
2015,POSI3,0.068259
2017,POSI3,0.025663
2020,POSI3,0.0321
2021,POSI3,0.342276
2022,POSI3,0.680482
2023,POSI3,0.514055
2024,POSI3,0.418228
2015,PPLA11,7.039277
2016,PPLA11,2.627704
2017,PPLA11,14.887032
2017,PQDP11,25.81514
2022,PQDP11,124.86101
2023,PQDP11,204.695203
2024,PQDP11,202.29603899999998
2023,PRIO3,0.072644
2017,PRSV11,1.75
2015,PSSA3,0.871841
2016,PSSA3,0.663255
2017,PSSA3,0.751315
2018,PSSA3,2.482621
2019,PSSA3,1.06067
2020,PSSA3,1.070191
2021,PSSA3,1.444678
2022,PSSA3,1.7447089999999998
2023,PSSA3,2.0007289999999998
2024,PSSA3,0.822601
2015,PTBL3,0.281575
2016,PTBL3,0.051432
2017,PTBL3,0.073702
2018,PTBL3,0.197855
2019,PTBL3,0.154922
2020,PTBL3,0.039798
2021,PTBL3,1.1281349999999999
2022,PTBL3,0.332874
2023,PTBL3,0.210052
2015,PTNT4,0.124879
2016,PTNT4,0.124879
2017,PTNT4,0.124879
2018,PTNT4,0.149854
2019,PTNT4,0.249349
2021,PTNT4,0.20265
2022,PTNT4,0.318749
2023,PTNT4,0.212294
2024,PTNT4,0.249758
2015,QCOM34,0.561457
2016,QCOM34,0.58394
2017,QCOM34,0.600549
2018,QCOM34,0.7562129999999999
2019,QCOM34,0.8286560000000001
2020,QCOM34,0.8477950000000001
2021,QCOM34,0.904304
2022,QCOM34,1.2543549999999999
2023,QCOM34,1.109097
2024,QCOM34,1.0738020000000001
2015,QUAL3,1.892968
2016,QUAL3,1.693085
2017,QUAL3,1.368584
2018,QUAL3,0.72383
2019,QUAL3,1.3065760000000002
2020,QUAL3,0.173529
2021,QUAL3,2.191043
2022,QUAL3,0.255432
2023,QUAL3,0.079075
2015,RADL3,0.104661
